timestamp,datetime,rank,symbol,volume_24h,price,change_24h_pct,funding_rate_pct,open_interest
1762784223.910395,2025-11-10 10:17:03,12,TRUMP,42382224,8.646100,15.31,0.0013,5748450
1762784223.910395,2025-11-10 10:17:03,13,BNB,42266226,997.680000,1.12,-0.0016,52590
1762784223.910395,2025-11-10 10:17:03,14,WLFI,36120013,0.162650,32.16,-0.0052,123875042
1762784223.910395,2025-11-10 10:17:03,15,ENA,36037441,0.344550,8.10,0.0013,209414124
1762798657.6252449,2025-11-10 14:17:37,1,ZEC,482913797,598.110000,-7.54,-0.0031,556650
1762798657.6252449,2025-11-10 14:17:37,2,HYPE,377889254,41.503000,0.71,-0.0112,20868142
1762798657.6252449,2025-11-10 14:17:37,3,XRP,132465777,2.536000,10.14,0.0013,38193770
1762798657.6252449,2025-11-10 14:17:37,4,XPL,102736234,0.313050,7.75,0.0013,310839664
1762798657.6252449,2025-11-10 14:17:37,5,PUMP,101117476,0.004370,10.41,0.0013,27455967818
1762798657.6252449,2025-11-10 14:17:37,6,LTC,92070819,107.950000,2.99,0.0035,583385
1762798657.6252449,2025-11-10 14:17:37,7,FARTCOIN,79938433,0.332740,8.14,0.0013,173730638
1762798657.6252449,2025-11-10 14:17:37,8,STRK,78752671,0.180500,24.08,0.0013,266479549
1762798657.6252449,2025-11-10 14:17:37,9,NEAR,71704524,2.864600,-0.61,0.0013,18030902
1762798657.6252449,2025-11-10 14:17:37,10,TRUMP,64611523,9.125800,16.76,0.0047,7582080
1762798657.6252449,2025-11-10 14:17:37,11,ASTER,64031147,1.072400,-3.29,-0.0006,126211544
1762798657.6252449,2025-11-10 14:17:37,12,DOGE,58376955,0.179280,1.40,0.0013,309369048
1762798657.6252449,2025-11-10 14:17:37,13,WLFI,44734147,0.157920,26.76,0.0012,123795614
1762798657.6252449,2025-11-10 14:17:37,14,ENA,39887408,0.333390,3.70,-0.0006,194699968
1762798657.6252449,2025-11-10 14:17:37,15,BNB,34388138,984.480000,-0.84,-0.0018,49071
1762813091.6987278,2025-11-10 18:18:11,1,ZEC,563141013,534.000000,-14.96,0.0128,526928
1762813091.6987278,2025-11-10 18:18:11,2,HYPE,356023791,41.491000,-1.04,0.0013,20682073
1762813091.6987278,2025-11-10 18:18:11,3,XRP,153074001,2.522400,7.68,0.0013,38534056
1762813091.6987278,2025-11-10 18:18:11,4,PUMP,103980805,0.004453,7.98,0.0013,27823633608
1762813091.6987278,2025-11-10 18:18:11,5,XPL,100423053,0.304650,-0.97,0.0013,291783392
1762813091.6987278,2025-11-10 18:18:11,6,TRUMP,92819588,9.011800,16.36,0.0013,7793165
1762813091.6987278,2025-11-10 18:18:11,7,LTC,84949968,104.340000,-6.44,0.0013,512478
1762813091.6987278,2025-11-10 18:18:11,8,STRK,82457138,0.168880,13.06,0.0013,257409201
1762813091.6987278,2025-11-10 18:18:11,9,UNI,74487010,8.623900,28.74,0.0064,9030465
1762813091.6987278,2025-11-10 18:18:11,10,NEAR,69378836,2.765200,-5.37,0.0013,15936913
1762813091.6987278,2025-11-10 18:18:11,11,FARTCOIN,68744831,0.333220,1.96,0.0018,176869310
1762813091.6987278,2025-11-10 18:18:11,12,ASTER,61325113,1.066100,-3.03,-0.0003,126007224
1762813091.6987278,2025-11-10 18:18:11,13,DOGE,50714610,0.179250,-0.17,0.0013,302198756
1762813091.6987278,2025-11-10 18:18:11,14,WLFI,50281428,0.152450,20.36,-0.0037,144651870
1762813091.6987278,2025-11-10 18:18:11,15,ENA,44725262,0.332260,1.01,-0.0096,183099432
1762827520.627017,2025-11-10 22:18:40,1,ZEC,610128305,559.690000,-13.12,-0.0036,535424
1762827520.627017,2025-11-10 22:18:40,2,HYPE,339492668,41.427000,-1.90,0.0030,20672440
1762827520.627017,2025-11-10 22:18:40,3,UNI,215291715,9.511100,43.09,0.0013,11763724
1762827520.627017,2025-11-10 22:18:40,4,XRP,139348291,2.524900,4.91,0.0013,40447696
1762827520.627017,2025-11-10 22:18:40,5,TRUMP,107865490,8.626200,9.94,0.0013,7094331
1762827520.627017,2025-11-10 22:18:40,6,PUMP,97423850,0.004570,2.60,0.0013,28524137670
1762827520.627017,2025-11-10 22:18:40,7,STRK,86780780,0.164200,8.79,0.0013,249690260
1762827520.627017,2025-11-10 22:18:40,8,LTC,84710122,104.310000,-5.40,0.0013,403214
1762827520.627017,2025-11-10 22:18:40,9,XPL,76085853,0.297640,-6.89,0.0013,283856004
1762827520.627017,2025-11-10 22:18:40,10,NEAR,61261985,2.752500,-6.30,0.0013,15971180
1762827520.627017,2025-11-10 22:18:40,11,FARTCOIN,59762752,0.332990,-1.91,0.0027,170072825
1762827520.627017,2025-11-10 22:18:40,12,ASTER,57398567,1.110200,-2.67,-0.0031,126122470
1762827520.627017,2025-11-10 22:18:40,13,WLFI,51050378,0.154450,17.47,-0.0046,146060412
1762827520.627017,2025-11-10 22:18:40,14,ENA,44219697,0.344860,1.14,-0.0021,183261648
1762827520.627017,2025-11-10 22:18:40,15,DOGE,43929582,0.180770,-0.17,0.0013,319110682
1762841952.4951801,2025-11-11 02:19:12,1,ZEC,656713838,529.330000,-20.07,0.0013,502935
1762841952.4951801,2025-11-11 02:19:12,2,HYPE,352366190,40.078000,-6.41,0.0013,20742195
1762841952.4951801,2025-11-11 02:19:12,3,UNI,273229989,8.679400,28.74,0.0013,12408596
1762841952.4951801,2025-11-11 02:19:12,4,XRP,132769902,2.462600,0.26,0.0013,37482898
1762841952.4951801,2025-11-11 02:19:12,5,PUMP,118220866,0.004321,-3.03,0.0009,26425079782
1762841952.4951801,2025-11-11 02:19:12,6,TRUMP,111131998,8.448100,3.51,0.0013,6649725
1762841952.4951801,2025-11-11 02:19:12,7,LTC,86030653,103.690000,-4.77,0.0013,427563
1762841952.4951801,2025-11-11 02:19:12,8,STRK,83775065,0.176470,2.22,0.0013,256995748
1762841952.4951801,2025-11-11 02:19:12,9,FARTCOIN,76739194,0.304250,-11.14,-0.0040,144643416
1762841952.4951801,2025-11-11 02:19:12,10,XPL,71935516,0.294690,-9.33,-0.0005,278524978
1762841952.4951801,2025-11-11 02:19:12,11,ASTER,70380981,1.096300,-3.47,-0.0032,125740930
1762841952.4951801,2025-11-11 02:19:12,12,NEAR,51380973,2.771600,-9.42,0.0013,15752276
1762841952.4951801,2025-11-11 02:19:12,13,ENA,47616905,0.339740,-2.33,-0.0028,192063368
1762841952.4951801,2025-11-11 02:19:12,14,DOGE,40525534,0.177850,-1.79,0.0013,317714852
1762841952.4951801,2025-11-11 02:19:12,15,WLFI,33878370,0.153280,-2.64,0.0011,146514636
1762856396.215887,2025-11-11 06:19:56,1,ZEC,720669109,492.900000,-24.34,0.0027,507298
1762856396.215887,2025-11-11 06:19:56,2,HYPE,367895984,40.210000,-5.88,0.0013,20760599
1762856396.215887,2025-11-11 06:19:56,3,UNI,322371548,8.374800,22.16,0.0013,10865971
1762856396.215887,2025-11-11 06:19:56,4,PUMP,137579934,0.004366,-1.98,0.0013,25103959208
1762856396.215887,2025-11-11 06:19:56,5,XRP,130493650,2.462500,-2.67,0.0010,34563008
1762856396.215887,2025-11-11 06:19:56,6,TRUMP,116444725,8.420300,2.27,0.0013,6495185
1762856396.215887,2025-11-11 06:19:56,7,LTC,81847456,102.920000,-4.52,0.0013,422982
1762856396.215887,2025-11-11 06:19:56,8,FARTCOIN,81034489,0.300140,-12.24,0.0013,135794833
1762856396.215887,2025-11-11 06:19:56,9,STRK,75116957,0.159640,-25.55,0.0013,225052539
1762856396.215887,2025-11-11 06:19:56,10,ASTER,74658605,1.073700,-5.52,0.0005,127280506
1762856396.215887,2025-11-11 06:19:56,11,XPL,70034748,0.283910,-11.23,-0.0013,266402768
1762856396.215887,2025-11-11 06:19:56,12,NEAR,60830645,2.667300,-11.46,-0.0003,10582593
1762856396.215887,2025-11-11 06:19:56,13,ENA,47036055,0.329820,-5.22,-0.0044,191150810
1762856396.215887,2025-11-11 06:19:56,14,MELANIA,31207562,0.155030,29.94,-0.0639,30778387
1762856396.215887,2025-11-11 06:19:56,15,DOGE,30846474,0.177320,-3.23,0.0013,318146160
1762870833.468241,2025-11-11 10:20:33,1,ZEC,770117926,502.020000,-19.07,0.0013,529411
1762870833.468241,2025-11-11 10:20:33,2,HYPE,372307666,40.020000,-4.24,0.0013,20983393
1762870833.468241,2025-11-11 10:20:33,3,UNI,340685420,8.677600,25.85,0.0013,10978655
1762870833.468241,2025-11-11 10:20:33,4,PUMP,134598143,0.004439,-0.96,0.0013,26332954442
1762870833.468241,2025-11-11 10:20:33,5,XRP,134580151,2.441500,-4.31,-0.0017,41455722
1762870833.468241,2025-11-11 10:20:33,6,TRUMP,110285552,8.329700,-3.83,0.0013,6470550
1762870833.468241,2025-11-11 10:20:33,7,LTC,76988135,101.750000,-4.59,0.0013,419013
1762870833.468241,2025-11-11 10:20:33,8,FARTCOIN,76498343,0.297210,-11.28,0.0013,133836668
1762870833.468241,2025-11-11 10:20:33,9,ASTER,71549478,1.062200,-3.79,-0.0005,128565308
1762870833.468241,2025-11-11 10:20:33,10,STRK,65382595,0.162960,-13.79,0.0013,235442358
1762870833.468241,2025-11-11 10:20:33,11,XPL,64380511,0.280710,-10.33,0.0013,270667036
1762870833.468241,2025-11-11 10:20:33,12,NEAR,55466573,2.673400,-5.77,0.0013,10086357
1762870833.468241,2025-11-11 10:20:33,13,ENA,38215016,0.325900,-5.56,-0.0051,192814718
1762870833.468241,2025-11-11 10:20:33,14,MELANIA,32190839,0.144590,4.42,-0.0050,31891220
1762870833.468241,2025-11-11 10:20:33,15,DOGE,26311003,0.177180,-2.58,0.0013,319026878
1762885266.466188,2025-11-11 14:21:06,1,ZEC,646588816,497.520000,-15.89,0.0033,547102
1762885266.466188,2025-11-11 14:21:06,2,UNI,403653118,8.687900,23.94,0.0013,11286732
1762885266.466188,2025-11-11 14:21:06,3,HYPE,341660959,39.579000,-4.77,0.0013,21281941
1762885266.466188,2025-11-11 14:21:06,4,XRP,134811176,2.430800,-4.27,0.0013,36405732
1762885266.466188,2025-11-11 14:21:06,5,PUMP,128098855,0.004430,0.89,0.0013,25947732172
1762885266.466188,2025-11-11 14:21:06,6,TRUMP,92629562,8.070200,-12.11,0.0013,6029380
1762885266.466188,2025-11-11 14:21:06,7,ASTER,79484163,1.071100,-0.58,-0.0014,127920336
1762885266.466188,2025-11-11 14:21:06,8,FARTCOIN,73394802,0.308650,-7.32,0.0013,141620595
1762885266.466188,2025-11-11 14:21:06,9,XPL,58826917,0.280700,-12.60,0.0013,267828236
1762885266.466188,2025-11-11 14:21:06,10,LTC,53755331,100.280000,-7.41,0.0013,428722
1762885266.466188,2025-11-11 14:21:06,11,STRK,45711156,0.158050,-13.29,0.0013,227033535
1762885266.466188,2025-11-11 14:21:06,12,NEAR,44323045,2.660500,-6.83,0.0002,9827356
1762885266.466188,2025-11-11 14:21:06,13,ENA,34802203,0.321630,-3.77,-0.0081,191283720
1762885266.466188,2025-11-11 14:21:06,14,MELANIA,28580745,0.146240,-18.43,-0.0009,31719410
1762885266.466188,2025-11-11 14:21:06,15,AAVE,22750554,213.340000,-3.08,0.0013,117305
1762899698.165676,2025-11-11 18:21:38,1,ZEC,551915078,468.230000,-11.99,0.0013,524627
1762899698.165676,2025-11-11 18:21:38,2,UNI,383086347,8.255300,-10.33,-0.0011,11017344
1762899698.165676,2025-11-11 18:21:38,3,HYPE,358514527,38.773000,-6.95,0.0013,21401194
1762899698.165676,2025-11-11 18:21:38,4,PUMP,126584302,0.004216,-5.45,0.0013,24708395446
1762899698.165676,2025-11-11 18:21:38,5,XRP,119039920,2.389000,-5.44,-0.0000,34360328
1762899698.165676,2025-11-11 18:21:38,6,ASTER,82939128,1.085200,1.58,-0.0018,127983928
1762899698.165676,2025-11-11 18:21:38,7,FARTCOIN,77668745,0.296350,-11.11,0.0013,138783742
1762899698.165676,2025-11-11 18:21:38,8,TRUMP,67684769,7.957300,-11.20,0.0013,5895314
1762899698.165676,2025-11-11 18:21:38,9,XPL,58833612,0.270380,-11.52,0.0008,252993830
1762899698.165676,2025-11-11 18:21:38,10,LTC,43073337,99.882000,-4.79,0.0013,440013
1762899698.165676,2025-11-11 18:21:38,11,STRK,40002195,0.146650,-12.92,0.0013,221317673
1762899698.165676,2025-11-11 18:21:38,12,NEAR,37496558,2.573500,-6.68,-0.0007,9243073
1762899698.165676,2025-11-11 18:21:38,13,ENA,31205043,0.312360,-6.73,-0.0066,189005426
1762899698.165676,2025-11-11 18:21:38,14,AAVE,21014370,209.150000,-5.79,0.0013,115213
1762899698.165676,2025-11-11 18:21:38,15,DOGE,20580861,0.172880,-4.11,0.0013,312583422
1762914136.907487,2025-11-11 22:22:16,1,ZEC,544783106,476.400000,-13.92,0.0061,495050
1762914136.907487,2025-11-11 22:22:16,2,HYPE,334246271,39.261000,-5.29,0.0013,21739131
1762914136.907487,2025-11-11 22:22:16,3,UNI,267952605,8.399400,-12.71,0.0013,10767450
1762914136.907487,2025-11-11 22:22:16,4,PUMP,121088895,0.004088,-11.11,0.0013,24107919338
1762914136.907487,2025-11-11 22:22:16,5,XRP,115886937,2.398700,-5.48,0.0013,35612490
1762914136.907487,2025-11-11 22:22:16,6,ASTER,81741988,1.110500,-0.76,0.0013,129210930
1762914136.907487,2025-11-11 22:22:16,7,FARTCOIN,68852428,0.290310,-13.33,0.0013,134627628
1762914136.907487,2025-11-11 22:22:16,8,XPL,64490150,0.261740,-12.92,-0.0020,242112386
1762914136.907487,2025-11-11 22:22:16,9,TRUMP,50700696,7.854700,-9.63,0.0013,5828155
1762914136.907487,2025-11-11 22:22:16,10,STRK,34665788,0.142260,-14.41,0.0013,218041328
1762914136.907487,2025-11-11 22:22:16,11,LTC,32112646,99.740000,-4.90,0.0013,442298
1762914136.907487,2025-11-11 22:22:16,12,NEAR,31974496,2.564000,-7.19,-0.0004,8955151
1762914136.907487,2025-11-11 22:22:16,13,ENA,28100516,0.314060,-10.10,-0.0078,190055994
1762914136.907487,2025-11-11 22:22:16,14,ICP,16154491,6.100000,-8.54,-0.0005,879013
1762914136.907487,2025-11-11 22:22:16,15,AAVE,14543078,210.940000,-7.43,0.0013,115362
1762928578.02562,2025-11-12 02:22:58,1,ZEC,510292946,469.760000,-10.59,0.0013,466756
1762928578.02562,2025-11-12 02:22:58,2,HYPE,283880318,39.397000,-1.55,0.0013,21660081
1762928578.02562,2025-11-12 02:22:58,3,UNI,229298141,8.580400,-2.69,0.0013,10854453
1762928578.02562,2025-11-12 02:22:58,4,XRP,104515679,2.400300,-2.61,0.0013,35935526
1762928578.02562,2025-11-12 02:22:58,5,PUMP,95082836,0.004319,0.07,0.0013,25323169300
1762928578.02562,2025-11-12 02:22:58,6,ASTER,70087007,1.146000,5.14,0.0013,133761320
1762928578.02562,2025-11-12 02:22:58,7,XPL,58914560,0.265380,-10.14,-0.0029,241082456
1762928578.02562,2025-11-12 02:22:58,8,FARTCOIN,45612415,0.298150,-2.31,0.0013,134397607
1762928578.02562,2025-11-12 02:22:58,9,TRUMP,40702921,7.678400,-8.74,-0.0003,5633727
1762928578.02562,2025-11-12 02:22:58,10,STRK,30766343,0.148430,-16.21,0.0013,224889073
1762928578.02562,2025-11-12 02:22:58,11,NEAR,29041204,2.582800,-6.94,0.0007,8760444
1762928578.02562,2025-11-12 02:22:58,12,LTC,26339579,99.603000,-3.89,0.0013,436588
1762928578.02562,2025-11-12 02:22:58,13,ENA,21081342,0.314960,-7.28,-0.0083,189215788
1762928578.02562,2025-11-12 02:22:58,14,AERO,14319510,1.189300,5.18,0.0024,4327406
1762928578.02562,2025-11-12 02:22:58,15,ICP,14087796,6.174500,-5.39,-0.0053,842914
1762943013.717083,2025-11-12 06:23:33,1,ZEC,435909431,477.940000,-2.11,0.0067,460407
1762943013.717083,2025-11-12 06:23:33,2,HYPE,262654184,39.992000,-0.58,0.0013,21888887
1762943013.717083,2025-11-12 06:23:33,3,UNI,193970976,8.535800,-0.78,0.0013,11319822
1762943013.717083,2025-11-12 06:23:33,4,XRP,103341641,2.421200,-1.59,0.0013,35893114
1762943013.717083,2025-11-12 06:23:33,5,PUMP,77806469,0.004321,-0.64,0.0013,25785046156
1762943013.717083,2025-11-12 06:23:33,6,ASTER,70757522,1.156500,8.10,0.0013,134781758
1762943013.717083,2025-11-12 06:23:33,7,XPL,54935721,0.272920,-3.22,0.0013,246408304
1762943013.717083,2025-11-12 06:23:33,8,FARTCOIN,36404041,0.304000,1.59,0.0013,134772730
1762943013.717083,2025-11-12 06:23:33,9,TRUMP,36303061,7.804900,-7.26,0.0013,5551915
1762943013.717083,2025-11-12 06:23:33,10,LTC,26655815,101.980000,-0.49,0.0013,447084
1762943013.717083,2025-11-12 06:23:33,11,STRK,23246286,0.160260,0.79,0.0013,232138490
1762943013.717083,2025-11-12 06:23:33,12,ENA,19320281,0.327430,-0.34,-0.0037,189127578
1762943013.717083,2025-11-12 06:23:33,13,NEAR,14663463,2.642200,-0.76,-0.0017,8577072
1762943013.717083,2025-11-12 06:23:33,14,MET,13699059,0.508480,27.01,0.0013,30361274
1762943013.717083,2025-11-12 06:23:33,15,AERO,13481076,1.214300,2.70,0.0063,5235592
1762957465.481621,2025-11-12 10:24:25,1,ZEC,364267097,479.970000,-3.35,0.0085,479294
1762957465.481621,2025-11-12 10:24:25,2,HYPE,256282128,39.861000,-0.75,0.0013,21677797
1762957465.481621,2025-11-12 10:24:25,3,UNI,186950082,8.370600,-3.01,0.0013,11053990
1762957465.481621,2025-11-12 10:24:25,4,XRP,88269523,2.444600,0.11,0.0013,35912524
1762957465.481621,2025-11-12 10:24:25,5,PUMP,87062265,0.004396,-0.66,0.0013,26488470130
1762957465.481621,2025-11-12 10:24:25,6,ASTER,85860887,1.184900,11.42,0.0013,137759454
1762957465.481621,2025-11-12 10:24:25,7,XPL,51700458,0.268410,-4.68,0.0013,248077938
1762957465.481621,2025-11-12 10:24:25,8,FARTCOIN,37148962,0.307520,3.60,0.0013,136137362
1762957465.481621,2025-11-12 10:24:25,9,TRUMP,32339111,7.837200,-6.32,0.0013,5724092
1762957465.481621,2025-11-12 10:24:25,10,LTC,30647429,103.280000,1.42,0.0013,453187
1762957465.481621,2025-11-12 10:24:25,11,STRK,21635699,0.153150,-5.66,0.0013,230897009
1762957465.481621,2025-11-12 10:24:25,12,POPCAT,20797659,0.185900,28.47,0.0098,70806472
1762957465.481621,2025-11-12 10:24:25,13,ENA,18129370,0.330480,1.65,-0.0006,190597692
1762957465.481621,2025-11-12 10:24:25,14,MET,17481063,0.501370,27.17,0.0013,30964508
1762957465.481621,2025-11-12 10:24:25,15,DOGE,13723211,0.177910,0.33,0.0013,315484532
1762971901.6161091,2025-11-12 14:25:01,1,HYPE,378499292,38.754000,-1.86,0.0013,22241531
1762971901.6161091,2025-11-12 14:25:01,2,ZEC,359335543,469.370000,-5.63,0.0024,468137
1762971901.6161091,2025-11-12 14:25:01,3,UNI,163389281,7.697900,-11.20,0.0013,9070318
1762971901.6161091,2025-11-12 14:25:01,4,POPCAT,127469211,0.136980,-5.64,-0.0007,66338560
1762971901.6161091,2025-11-12 14:25:01,5,PUMP,95377586,0.004110,-7.24,0.0013,27456193764
1762971901.6161091,2025-11-12 14:25:01,6,XRP,91488330,2.347400,-3.37,-0.0008,32663284
1762971901.6161091,2025-11-12 14:25:01,7,ASTER,87680325,1.121900,4.31,-0.0020,130109946
1762971901.6161091,2025-11-12 14:25:01,8,XPL,61237380,0.256370,-8.55,0.0013,235007972
1762971901.6161091,2025-11-12 14:25:01,9,FARTCOIN,44762221,0.281120,-8.80,0.0013,131827455
1762971901.6161091,2025-11-12 14:25:01,10,LTC,39034166,96.870000,-3.33,0.0013,388015
1762971901.6161091,2025-11-12 14:25:01,11,TRUMP,31926369,7.495000,-7.31,-0.0038,5086106
1762971901.6161091,2025-11-12 14:25:01,12,MET,22652181,0.500810,9.98,0.0013,29159596
1762971901.6161091,2025-11-12 14:25:01,13,STRK,21034548,0.141400,-10.27,0.0013,219067211
1762971901.6161091,2025-11-12 14:25:01,14,DOGE,20038358,0.169600,-3.21,0.0013,304154302
1762971901.6161091,2025-11-12 14:25:01,15,SUI,18147283,1.989400,-3.69,0.0005,10308166
1762986346.542141,2025-11-12 18:25:46,1,ZEC,414326279,533.990000,13.99,0.0013,515767
1762986346.542141,2025-11-12 18:25:46,2,HYPE,368400002,38.268000,-1.63,0.0013,22545645
1762986346.542141,2025-11-12 18:25:46,3,POPCAT,130940039,0.131670,-12.77,-0.0006,53107738
1762986346.542141,2025-11-12 18:25:46,4,UNI,124192494,7.536800,-9.83,0.0013,9301664
1762986346.542141,2025-11-12 18:25:46,5,PUMP,105173640,0.003972,-6.28,0.0013,27028317982
1762986346.542141,2025-11-12 18:25:46,6,XRP,104544360,2.376100,-0.78,0.0013,40983748
1762986346.542141,2025-11-12 18:25:46,7,ASTER,92652076,1.121900,3.13,-0.0039,129022812
1762986346.542141,2025-11-12 18:25:46,8,XPL,55336156,0.261900,-3.23,0.0013,236156170
1762986346.542141,2025-11-12 18:25:46,9,LTC,41926830,97.935000,-2.26,0.0013,446441
1762986346.542141,2025-11-12 18:25:46,10,FARTCOIN,37711131,0.282600,-4.67,0.0013,130915330
1762986346.542141,2025-11-12 18:25:46,11,TRUMP,30426478,7.424500,-7.39,-0.0018,5026116
1762986346.542141,2025-11-12 18:25:46,12,MET,22432663,0.459500,6.61,0.0013,29380084
1762986346.542141,2025-11-12 18:25:46,13,DOGE,20811570,0.170210,-1.79,0.0013,305616526
1762986346.542141,2025-11-12 18:25:46,14,AERO,18996560,1.040500,-6.22,0.0013,4753232
1762986346.542141,2025-11-12 18:25:46,15,STRK,18331745,0.139880,-4.95,0.0013,218760452
1763000782.332279,2025-11-12 22:26:22,1,ZEC,378000467,510.110000,6.41,0.0013,489372
1763000782.332279,2025-11-12 22:26:22,2,HYPE,354090840,38.609000,-1.22,0.0013,22850921
1763000782.332279,2025-11-12 22:26:22,3,POPCAT,134368115,0.126530,-16.34,-0.0254,45670254
